,id,name,head_sha,event,status,conclusion,created_at,updated_at,jobs_url,organization,repo,repo_url,actions_url
0,4148247,,3e5e16a492528169e76dedfbef4058ce516a496d,push,completed,failure,2020-01-06T11:21:57Z,2020-01-06T11:21:57Z,https://api.github.com/repos/docker/compose/actions/runs/4148247/jobs,docker,compose,https://github.com/docker/compose,https://api.github.com/repos/docker/compose/actions/runs
